token_tikuna,token_oral,token_pos,token_spa,dic_entry,example,example_tikuna,example_spanish
paxetaruxü̃ i nagu icuexü̃ ,(pax²e⁴ta⁵rux¹ü̃⁵ i⁴ na²gu⁴ i³cuex⁴ü²),,    instrumento musical (de viento),paxetaruxü̃ i nagu icuexü̃ (pax²e⁴ta⁵rux¹ü̃⁵ i⁴ na²gu⁴ i³cuex⁴ü²)    instrumento musical (de viento),,,
paxmama nachibü ,(pa̱x⁵ma³ma⁵ na²chi²³bü⁴),, desayunar,paxmama nachibü (pa̱x⁵ma³ma⁵ na²chi²³bü⁴) desayunar,,,
paxmamaarü õna ,(pa̱x⁵ma³ma⁵a⁵rü³ õ²na⁵),, desayuno,paxmamaarü õna (pa̱x⁵ma³ma⁵a⁵rü³ õ²na⁵) desayuno,,,
pecadu naxü ,(pe³ca²du⁵ nax²ü⁴),,  pecar,pecadu naxü (pe³ca²du⁵ nax²ü⁴)  pecar,,,
pecadu üxü̃ ,(pe³ca²du⁵ üx⁴ü²),,  pecador,pecadu üxü̃ (pe³ca²du⁵ üx⁴ü²)  pecador,,,
pechicaxü̃ i ngomüxü̃ ,(pe²chi¹cax⁵ü̃⁵ i⁴  ngo³müx⁴ü²),, colchón,pechicaxü̃ i ngomüxü̃ (pe²chi¹cax⁵ü̃⁵ i⁴  ngo³müx⁴ü²) colchón,,,
pegüpataü̃arü dauruxü   ,(pe²gü²pa²ta³ü̃⁵a⁵rü³ dau⁵rux¹ü⁵),,  hotelero,pegüpataü̃arü dauruxü   (pe²gü²pa²ta³ü̃⁵a⁵rü³ dau⁵rux¹ü⁵)  hotelero,,,
pegüpataü̃arü yora   ,(pe²gü²pa²ta³ü̃⁵a⁵rü³ yo³ra¹),, dueño (de un  hotel),pegüpataü̃arü yora   (pe²gü²pa²ta³ü̃⁵a⁵rü³ yo³ra¹) dueño (de un  hotel),,,
Perúanearü üyechigü   ,(pe³ru²a⁵ne⁵a⁵rü³ ü⁴ye²chi⁵gü⁵),,erú),"Perúanearü üyechigü   (pe³ru²a⁵ne⁵a⁵rü³ ü⁴ye²chi⁵gü⁵) límites,  región, departamento, provincia, distrito  (del Perú)",,,
Perúanechigaarü tauemacü ,(pe³ru²a⁵ne⁵chi⁵ga⁵a⁵rü³ tau⁴e³ma⁵cü³),,erú),Perúanechigaarü tauemacü (pe³ru²a⁵ne⁵chi⁵ga⁵a⁵rü³ tau⁴e³ma⁵cü³)      julio (lit. mes de fiestas patrias del Perú),,,
perutaarü üãcuruxü̃ ,(pe³ru²ta⁵a⁵rü³ ü⁴ã³cu⁵rux¹ü⁵),," bomba, inflador    (de pelota)","perutaarü üãcuruxü̃ (pe³ru²ta⁵a⁵rü³ ü⁴ã³cu⁵rux¹ü⁵) bomba, inflador    (de pelota)",,,
petachiru ,(pe²ta⁵chi¹ru⁵),," traje de fiesta, ropa ceremonial","petachiru (pe²ta⁵chi¹ru⁵) traje de fiesta, ropa ceremonial",,,
Nüma rü tá pexna nixũ ,(missing),,,Nüma rü tá pexna nixũ (missing) Él va a salir y los va a dejar a ustedes.,,,
pitixuarü tauemacü ,(pi³tix³u²a⁵rü³ tau⁴e³ma⁵cü³),, julio (mes en que    la tortuga cupiso pone sus huevos),pitixuarü tauemacü (pi³tix³u²a⁵rü³ tau⁴e³ma⁵cü³) julio (mes en que    la tortuga cupiso pone sus huevos),,,
poémaaarü ümatüruxü̃  ,(po³e²ma⁵a⁵rü³ ü⁴ma³tü²rux¹ü⁵),, poeta,poémaaarü ümatüruxü̃  (po³e²ma⁵a⁵rü³ ü⁴ma³tü²rux¹ü⁵) poeta,,,
poperaarü nguxü̃chica ,(po³pe³ra⁵a⁵rü³ ngux³ü⁵chi¹ca⁵),, archivador    (mueble),poperaarü nguxü̃chica (po³pe³ra⁵a⁵rü³ ngux³ü⁵chi¹ca⁵) archivador    (mueble),,,
poperaarü ümatüruxü̃ ,(po³pe³ra⁵a⁵rü³ ü⁴ma³tü²rux¹ü⁵),, escribano,"poperaarü ümatüruxü̃ (po³pe³ra⁵a⁵rü³ ü⁴ma³tü²rux¹ü⁵) autor,    secretario; escribano",,,
popera i ãẽx̱ gacü ixãxü̃ ,(po³pe³ra⁵ i⁴ ãẽx̱  ³⁵ga³cü³ ix²ãx⁴ü²),," licencia, permiso","popera i ãẽx̱ gacü ixãxü̃ (po³pe³ra⁵ i⁴ ãẽx̱  ³⁵ga³cü³ ix²ãx⁴ü²) licencia, permiso",,,
popera i ãẽx̱ gacüxü̃tawa imuxü ,(po³pe³ra⁵ i⁴ ãẽx̱ ³⁵ga³cüx³ü⁵ta³wa¹      i²mux⁴ü²),, expediente,popera i ãẽx̱ gacüxü̃tawa imuxü (po³pe³ra⁵ i⁴ ãẽx̱ ³⁵ga³cüx³ü⁵ta³wa¹      i²mux⁴ü²) expediente,,,
popera i duü̃xü̃cax ixümatüxü   ,(po³pe³ra⁵ i⁴ du⁵ü̃x³ü̃²ca̱x⁵ i³xü⁴ma³tüx⁴ü²),,  carta,popera i duü̃xü̃cax ixümatüxü   (po³pe³ra⁵ i⁴ du⁵ü̃x³ü̃²ca̱x⁵ i³xü⁴ma³tüx⁴ü²)  carta,,,
popera i duü̃xü̃chiga nagu ümatüxü̃ ,(po³pe³ra⁵ i⁴ du⁵ü̃x³ü̃²chi⁵ga⁵      na²gu⁴ ü⁴ma³tüx⁴ü²),, biografía (libro),popera i duü̃xü̃chiga nagu ümatüxü̃ (po³pe³ra⁵ i⁴ du⁵ü̃x³ü̃²chi⁵ga⁵      na²gu⁴ ü⁴ma³tüx⁴ü²) biografía (libro),,,
popera i duü̃xü̃ nügüchigagutama   ümatüxü̃ ,(po³pe³ra⁵ i⁴ du⁵ü̃x³ü²̃ nü³gü⁵chi⁵ga⁵gu⁴ta⁵ma³ ü⁴ma³tüx⁴ü²),,  autobiografía,popera i duü̃xü̃ nügüchigagutama   ümatüxü̃ (po³pe³ra⁵ i⁴ du⁵ü̃x³ü²̃ nü³gü⁵chi⁵ga⁵gu⁴ta⁵ma³ ü⁴ma³tüx⁴ü²)  autobiografía,,,
popera i guxü̃ma i ngupetüxü̃ nagu   ümatüxü̃ ,(po³pe³ra⁵ i⁴ gux¹ü²̃ ma³ i⁴ ngu³pe²tüx³ü̃² na²gu⁴ ü⁴ma³tüx⁴ü̃²),,  periódico,popera i guxü̃ma i ngupetüxü̃ nagu   ümatüxü̃ (po³pe³ra⁵ i⁴ gux¹ü²̃ ma³ i⁴ ngu³pe²tüx³ü̃² na²gu⁴ ü⁴ma³tüx⁴ü̃²)  periódico,,,
popera i mapapane ,(po³pe³ra⁵ i⁴ ma²pa⁵pa³ne³),, atlas,popera i mapapane (po³pe³ra⁵ i⁴ ma²pa⁵pa³ne³) mapa; atlas,,,
popera i namaxã inguxü̃xü̃ ,(po³pe³ra⁵  i⁴ na²max²ã³ i⁴ngux³ü̃x³ü²),, archivo,popera i namaxã inguxü̃xü̃ (po³pe³ra⁵  i⁴ na²max²ã³ i⁴ngux³ü̃x³ü²) archivo,,,
popera i nawa ingúxü̃ ,(po³pe³ra⁵ i⁴ na²wa¹ i⁴ngux¹ü²),," libro (para      estudiar),  texto","popera i nawa ingúxü̃ (po³pe³ra⁵ i⁴ na²wa¹ i⁴ngux¹ü²) libro (para      estudiar),  texto",,,
popera i nawa nangexmaxü̃ i muxü̃ i ngu̱ xẽẽtae ,(po³pe³ra⁵ i⁴ na²wa¹      na⁵ngex⁵max²ü² i⁴ mux⁵ü² i⁴ ngu̱ x⁵ẽẽ²³ta⁴e³),,  enciclopedia,popera i nawa nangexmaxü̃ i muxü̃ i ngu̱ xẽẽtae (po³pe³ra⁵ i⁴ na²wa¹      na⁵ngex⁵max²ü² i⁴ mux⁵ü² i⁴ ngu̱ x⁵ẽẽ²³ta⁴e³)  enciclopedia,,,
popera i nawa nüxü̃ icuáxü̃ nax mea naxümatüxü̃ i wüxi i naga      ,(po³pe³ra⁵ i⁴ na²wa¹ nüx³ü³ i⁴cuax¹ü nax² me³a⁵ nax³ü⁴ma³tüx⁴ü² i⁴      wüx²i² i⁴ na⁴ga⁵),, gramática,popera i nawa nüxü̃ icuáxü̃ nax mea naxümatüxü̃ i wüxi i naga      (po³pe³ra⁵ i⁴ na²wa¹ nüx³ü³ i⁴cuax¹ü nax² me³a⁵ nax³ü⁴ma³tüx⁴ü² i⁴      wüx²i² i⁴ na⁴ga⁵) gramática,,,
popera i tauemacüarü ngunexü̃gü nagu ümatüxü̃ ,(po³pe³ra⁵ i⁴      tau⁴e³ma⁵cü³a⁵rü³ ngu⁵nex³ü̃²gü² na²gu⁴  ü⁴ma³tüx⁴ü²),," calendario, almanaque","popera i tauemacüarü ngunexü̃gü nagu ümatüxü̃ (po³pe³ra⁵ i⁴      tau⁴e³ma⁵cü³a⁵rü³ ngu⁵nex³ü̃²gü² na²gu⁴  ü⁴ma³tüx⁴ü²) calendario, almanaque",,,
popera i tex̱ átüxü̃ ,(po³pe³ra⁵ i⁴ tex̱  ⁵a¹tüx³ü²),, lija,popera i tex̱ átüxü̃ (po³pe³ra⁵ i⁴ tex̱  ⁵a¹tüx³ü²) lija,,,
popera i toxnamana muxü̃ ,(po³pe³ra⁵ i⁴ tox¹na⁵ma¹na⁵ mux⁴ü²),," carta,      epístola","popera i toxnamana muxü̃ (po³pe³ra⁵ i⁴ tox¹na⁵ma¹na⁵ mux⁴ü²) carta,      epístola",,,
poperagu nanaxümatü i naega ,(po³pe³ra⁵gu⁴ na²nax³ü⁴ma³tü² i⁴      na²e¹ga⁵),, firmar,poperagu nanaxümatü i naega (po³pe³ra⁵gu⁴ na²nax³ü⁴ma³tü² i⁴      na²e¹ga⁵) firmar,,,
¡Poraãcü! ,(po⁴ra²ã⁵cü⁵),,azlo fuertemente!,¡Poraãcü! (po⁴ra²ã⁵cü⁵) ¡Hazlo fuertemente!,,,
poraãcü nabai̱ xãchi ,(po⁴ra²ã⁵cü⁵ na²bai̱ ̱x⁵ã²chi²),, asustarse,poraãcü nabai̱ xãchi (po⁴ra²ã⁵cü⁵ na²bai̱ ̱x⁵ã²chi²) asustarse,,,
poraãcü namuü̃ ,(po⁴ra²ã⁵cü⁵ na²mu³ü⁵),, tener muchomiedo,poraãcü namuü̃ (po⁴ra²ã⁵cü⁵ na²mu³ü⁵) tener muchomiedo,,,
poraãcü nanachixexẽẽ ,(po⁴ra²ã⁵cü⁵ na²na³chix⁵ex⁵ẽ²ẽ³),," dañar mucho,      malograrmucho, corromper (a una persona)","poraãcü nanachixexẽẽ (po⁴ra²ã⁵cü⁵ na²na³chix⁵ex⁵ẽ²ẽ³) dañar mucho,      malograrmucho, corromper (a una persona)",,,
poraãcü nangearü ngẽmaxü̃ãx̱ ,(po⁴ra²ã⁵cü⁵ na²nge²a⁵rü³ ngẽ³max⁴ü̃²ã̱x⁵),,      ser muy pobre,poraãcü nangearü ngẽmaxü̃ãx̱ (po⁴ra²ã⁵cü⁵ na²nge²a⁵rü³ ngẽ³max⁴ü̃²ã̱x⁵)      ser muy pobre,,,
poraãcü nipaxüchi ,(po⁴ra²ã⁵cü⁵ ni²pax⁵ü¹chi⁴),," estar muy cansado,        estar rendido","poraãcü nipaxüchi (po⁴ra²ã⁵cü⁵ ni²pax⁵ü¹chi⁴) estar muy cansado,        estar rendido",,,
poraãcü nixaxüne ,(po⁴ra²ã⁵cü⁵ nix²ax³⁵ü³ne⁵),, tener fiebre alta,poraãcü nixaxüne (po⁴ra²ã⁵cü⁵ nix²ax³⁵ü³ne⁵) tener fiebre alta,,,
poraãcü nüxǘ ̃̃ naxãũchigaxüchi  ,(po⁴ra²ã⁵cü⁵ nüx³ü¹̃  nax²ãũ⁵chi⁵gax⁵ü¹chi⁵),," carcajearse, reírse mucho","poraãcü nüxǘ ̃̃ naxãũchigaxüchi  (po⁴ra²ã⁵cü⁵ nüx³ü¹̃  nax²ãũ⁵chi⁵gax⁵ü¹chi⁵) carcajearse, reírse mucho",,,
potachax̱ müxü̃ ,(po³ta²cha̱x⁵müx⁵ü³),,  corteza de ojé (que se pone como colchón),potachax̱ müxü̃ (po³ta²cha̱x⁵müx⁵ü³)  corteza de ojé (que se pone como colchón),,,
poxcuchica i Tupana ngo̱ xẽẽxü̃ naxcax i Chataná rü norü duü̃xü̃gü    ,(pox²cu²chi¹ca⁵ i⁴ Tu³pa³na⁵  ngo̱ x⁵ẽ²ẽx³ü̃² nax²ca̱x⁵ i⁴ Cha³ta³na² rü⁵ no¹⁵rü³ du⁵ü̃x³ü²gü²),, infierno,poxcuchica i Tupana ngo̱ xẽẽxü̃ naxcax i Chataná rü norü duü̃xü̃gü    (pox²cu²chi¹ca⁵ i⁴ Tu³pa³na⁵  ngo̱ x⁵ẽ²ẽx³ü̃² nax²ca̱x⁵ i⁴ Cha³ta³na² rü⁵ no¹⁵rü³ du⁵ü̃x³ü²gü²) infierno,,,
poxi i dauxü̃ ,(pox³i¹ i⁴daux⁵ü²),,  plátano maduro,poxi i dauxü̃ (pox³i¹ i⁴daux⁵ü²)  plátano maduro,,,
poxiarü muxraxü̃ ,(pox³i¹a⁵rü³  mux³rax⁵ü²),, inguiri (plátanos verdes  sancochados),poxiarü muxraxü̃ (pox³i¹a⁵rü³  mux³rax⁵ü²) inguiri (plátanos verdes  sancochados),,,
poxi i wochu ,(pox³i¹ i⁴ wo³chu⁵),,,poxi i wochu (pox³i¹ i⁴ wo³chu⁵)  Indica una especie de plátano.,Indica una especie de plátano.,,
pucücax i düxruxü̃ ,(pu⁴cü²ca̱x⁵ i⁴ düx⁵rux¹ü⁵),, paraguas,pucücax i düxruxü̃ (pu⁴cü²ca̱x⁵ i⁴ düx⁵rux¹ü⁵) paraguas,,,
tacü ya pucü ,(ta³⁵cü³ ya² pu⁴cü²),,  aguacero,tacü ya pucü (ta³⁵cü³ ya² pu⁴cü²)  aguacero,,,
pumara i ãtee̱ x̱ ü̃ ,(pu³ma²ra⁵ i⁴  ã³tee̱ x̱ ⁵ü²),," talco (perfumado), incienso","pumara i ãtee̱ x̱ ü̃ (pu³ma²ra⁵ i⁴  ã³tee̱ x̱ ⁵ü²) talco (perfumado), incienso",,,
puracüarü daxawe ,(pu³⁵ra³cü³a⁵rü³ da̱x  ⁵a⁵we⁵),, enfermedad del pulmón),puracüarü daxawe (pu³⁵ra³cü³a⁵rü³ da̱x  ⁵a⁵we⁵) tuberculosis (lit. enfermedad del pulmón),,,
puracü i üxchaü̃xü̃ ,(pu³ra³cü² i⁴ üx⁴cha⁵ü̃x³ü²),, proyecto por hacer,puracü i üxchaü̃xü̃ (pu³ra³cü² i⁴ üx⁴cha⁵ü̃x³ü²) proyecto por hacer,,,
puracü nüxna naxã ,(pu³ra³cü² nüx³na⁵ nax²ã³),," nombrar (para un    cargo), darle trabajo","puracü nüxna naxã (pu³ra³cü² nüx³na⁵ nax²ã³) nombrar (para un    cargo), darle trabajo",,,
puracüarü üye ,(pu³ra³cü²a⁵rü³ ü⁴ye²),,  división de trabajo,puracüarü üye (pu³ra³cü²a⁵rü³ ü⁴ye²)  división de trabajo,,,
puracüchigaxü̃ nixu ,(pu³ra³cü²chi⁵gax⁵ü³ nix²³u³),, informe del trabajo,puracüchigaxü̃ nixu (pu³ra³cü²chi⁵gax⁵ü³ nix²³u³) informe del trabajo,,,
nanaxü i puracüpane ,(na²nax³ü⁴ i⁴ pu³ra³cü²pa³ne³),," hacer (un plan),    planear","nanaxü i puracüpane (na²nax³ü⁴ i⁴ pu³ra³cü²pa³ne³) hacer (un plan),    planear",,,
purichíatücumü ,(pu³ri³chi²a⁵tü⁵cu⁵mü⁵),, contingente de policías,purichíatücumü (pu³ri³chi²a⁵tü⁵cu⁵mü⁵) contingente de policías,,,
purutu ya bopü̱ xü̃ne ,(pu³ru²tu⁵ ya⁵ bo⁵pü̱ x⁵ü²ne⁵),, garbanzo,purutu ya bopü̱ xü̃ne (pu³ru²tu⁵ ya⁵ bo⁵pü̱ x⁵ü²ne⁵) garbanzo,,,
putüra i dexchacuxü̃ ,(pu³tü³ra⁵ i⁴ dex²cha¹cux³ü²),, girasol,putüra i dexchacuxü̃ (pu³tü³ra⁵ i⁴ dex²cha¹cux³ü²) girasol,,,
putüra i naixchacüxüwa rüxüxü̃ ,(pu³tü³ra⁵ i⁴ naix²cha¹cüx²ü³wa¹    rüx³üx⁴ü²),, orquídea,putüra i naixchacüxüwa rüxüxü̃ (pu³tü³ra⁵ i⁴ naix²cha¹cüx²ü³wa¹    rüx³üx⁴ü²) orquídea,,,
putürachacuarü ãtex̱ ẽ́ ̃xü̃ ,(pu³tü³ra⁵cha¹cu²a⁵rü³ ã³tex̱ ⁵ẽx¹ü̃³),, polen,putürachacuarü ãtex̱ ẽ́ ̃xü̃ (pu³tü³ra⁵cha¹cu²a⁵rü³ ã³tex̱ ⁵ẽx¹ü̃³) polen,,,
putüragüarü dauruxü̃ ,(pu³tü³ra⁵gü²a⁵rü³ dau⁴rux¹ü⁵),, jardinero,putüragüarü dauruxü̃ (pu³tü³ra⁵gü²a⁵rü³ dau⁴rux¹ü⁵) jardinero,,,
putüramaxã nanangaxãẽ ,(pu³tü³ra⁵max²ã³ na²na³nga̱x⁵ã¹ẽ⁴),, decorar (con    flores),putüramaxã nanangaxãẽ (pu³tü³ra⁵max²ã³ na²na³nga̱x⁵ã¹ẽ⁴) decorar (con    flores),,,
rü toomachigü ,(rü⁵ to⁵o³ma²chi⁵gü⁵),,  etcétera (singular),rü toomachigü (rü⁵ to⁵o³ma²chi⁵gü⁵)  etcétera (singular),,,
rü togüchigü ,(rü⁵ to⁵gü²chi⁵gü⁵),,  etcétera (plural),rü togüchigü (rü⁵ to⁵gü²chi⁵gü⁵)  etcétera (plural),,,
taãẽãcü nanayaxu ,(ta²ã¹ẽ⁴ã⁵cü⁵  na²na³yax⁴u³),," dar la bienvenida  (alegremente), recibir (con alegría)","taãẽãcü nanayaxu (ta²ã¹ẽ⁴ã⁵cü⁵  na²na³yax⁴u³) dar la bienvenida  (alegremente), recibir (con alegría)",,,
nachixü̃anearü ãẽx̱ gacüarü  ngü̃xẽẽruxü̃ ,(na²chix²ü⁵̃ a⁵ne⁵a⁵rü³ ãẽx̱³⁵ga³cü³a⁵rü³ ngü̃x⁵ẽẽ²³rux¹ü⁵),, ministro,nachixü̃anearü ãẽx̱ gacüarü  ngü̃xẽẽruxü̃ (na²chix²ü⁵̃ a⁵ne⁵a⁵rü³ ãẽx̱³⁵ga³cü³a⁵rü³ ngü̃x⁵ẽẽ²³rux¹ü⁵) ministro,,,
tacü ya yuape ,(ta³⁵cü² ya² yu³a²pe⁵),, traidor,"tacü ya yuape (ta³⁵cü² ya² yu³a²pe⁵)  ola grande, oleaje  taechitawax̱ exü̃ (ta⁵e³chi²ta⁵wa̱x⁵ex³ü²)  s.n. traidor",,,
tagucüãxarü dexa ,(ta²gu⁴cüã̱x⁵a⁵rü³ dex²a⁵),, portugués (lengua),tagucüãxarü dexa (ta²gu⁴cüã̱x⁵a⁵rü³ dex²a⁵) portugués (lengua),,,
taguma nüxü̃ inarüngüma ,(ta²gu⁴ma³ nüx³ü³ i⁴na²rü³ngü⁴ma³),, nunca olvidar),taguma nüxü̃ inarüngüma (ta²gu⁴ma³ nüx³ü³ i⁴na²rü³ngü⁴ma³) recordar    (lit. nunca olvidar),,,
taguma nüxü̃ irüngümaxü̃ ,(ta²gu⁴ma³ nüx³ü³̃ i⁴rü³ngü⁵max⁵ü²),,    inolvidable,taguma nüxü̃ irüngümaxü̃ (ta²gu⁴ma³ nüx³ü³̃ i⁴rü³ngü⁵max⁵ü²)    inolvidable,,,
taguma texé nawa nguxü̃ i nachica ,(ta²gu⁴ma³ tex⁵e¹ na²wa¹ ngux⁵ü̃² i⁴    na²chi¹ca⁵),, sitio a donde nadie ha llegado),taguma texé nawa nguxü̃ i nachica (ta²gu⁴ma³ tex⁵e¹ na²wa¹ ngux⁵ü̃² i⁴    na²chi¹ca⁵) sitio impenetrable (lit. sitio a donde nadie ha llegado),,,
taixna i ngearü üxüxü̃ã́ ̃xü̃ ,(taix⁵na⁵ i⁴ nge²a⁵rü³ üx³üx⁴ü̃⁴ãx¹ü²),,    cáncer,taixna i ngearü üxüxü̃ã́ ̃xü̃ (taix⁵na⁵ i⁴ nge²a⁵rü³ üx³üx⁴ü̃⁴ãx¹ü²)    cáncer,,,
tama aixcüma ixĩxü̃ ,(ta²ma³  aix⁴cü²ma² ix⁵ĩx⁵ü²),,"  estafa, engaño","tama aixcüma ixĩxü̃ (ta²ma³  aix⁴cü²ma² ix⁵ĩx⁵ü²) falso, ilegítimo;  estafa, engaño",,,
tama aixcüma nixĩ ,(ta²ma³ aix⁴cü²ma² nix²ĩ²),, no es cierto,tama aixcüma nixĩ (ta²ma³ aix⁴cü²ma² nix²ĩ²) no es cierto,,,
tama aixcüma nüxü̃ cuáxü̃ ,(ta²ma³ aix⁴cü²ma² nüx³ü̃³ cuax¹ü²),," incapaz,    ignorante","tama aixcüma nüxü̃ cuáxü̃ (ta²ma³ aix⁴cü²ma² nüx³ü̃³ cuax¹ü²) incapaz,    ignorante",,,
"tama ãnexü̃, tama ãnexü̃ cuáxü̃ ","(ta²ma³ ã²nex³ü̃³, ta²ma³ ã²nex³ü̃³    cuax¹ü²)",," sinvergüenza,osado","tama ãnexü̃, tama ãnexü̃ cuáxü̃ (ta²ma³ ã²nex³ü̃³, ta²ma³ ã²nex³ü̃³    cuax¹ü²) sinvergüenza,osado",,,
tama dexá nawa ngupetüxü̃ ,(ta²ma³ dex³⁵a¹ na²wa¹ ngu³pe²tüx³ü³),,    impermeable,tama dexá nawa ngupetüxü̃ (ta²ma³ dex³⁵a¹ na²wa¹ ngu³pe²tüx³ü³)    impermeable,,,
tama ímexü̃ ,(ta²ma³ i¹mex³ü²),," no sirve, inútil","tama ímexü̃ (ta²ma³ i¹mex³ü²) no sirve, inútil",,,
tama irüxãũ̱ xmarexü̃ ,(ta²ma³ i⁴rüx³ãũ̱  ̱x⁵ma³rex⁵ü²),," activo, inquieto","tama irüxãũ̱ xmarexü̃ (ta²ma³ i⁴rüx³ãũ̱  ̱x⁵ma³rex⁵ü²) activo, inquieto",,,
tama ixaixcümaxü̃ ,(ta²ma³ ix³aix⁴cü²max²ü²),," infiel,    desleal","tama ixaixcümaxü̃ (ta²ma³ ix³aix⁴cü²max²ü²) falso, ilegítimo; infiel,    desleal",,,
tama mea ínanguxuchi ,(ta²ma³ me³a⁵ i¹na²ngux³u⁴chi²),, resultar mal,tama mea ínanguxuchi (ta²ma³ me³a⁵ i¹na²ngux³u⁴chi²) resultar mal,,,
tama mea naãẽxü̃ cuáxü̃ ,(ta²ma³ me³a⁵ na²ã¹ẽx⁴ü̃³ cua¹xü²),, bruto,tama mea naãẽxü̃ cuáxü̃ (ta²ma³ me³a⁵ na²ã¹ẽx⁴ü̃³ cua¹xü²) bruto,,,
tama mea ngóxü̃ ,(ta²ma³ me³a⁵ ngox¹ü²),, no claro,tama mea ngóxü̃ (ta²ma³ me³a⁵ ngox¹ü²) no claro,,,
tama mea nügüna nadau ,(ta²ma³ me³a⁵ nü³gü⁵na⁵ na²dau⁴),," descuidarse,    no percatarse","tama mea nügüna nadau (ta²ma³ me³a⁵ nü³gü⁵na⁵ na²dau⁴) descuidarse,    no percatarse",,,
tama mea tax̱ acümaxã icuáxü̃ ,(ta²ma³ me³a⁵ ta̱x⁵a²cü²max²ã³ i³cuax¹ü²),,    negligente,tama mea tax̱ acümaxã icuáxü̃ (ta²ma³ me³a⁵ ta̱x⁵a²cü²max²ã³ i³cuax¹ü²)    negligente,,,
tama mecümaxü̃ ,(ta²ma³ me²cü³max⁵ü²),, mala (persona),tama mecümaxü̃ (ta²ma³ me²cü³max⁵ü²) mala (persona),,,
tama moxẽ ixãxü̃ ,(ta²ma³ mox³ẽ⁵ ix²ãx⁵ü²),, ingrato,tama moxẽ ixãxü̃ (ta²ma³ mox³ẽ⁵ ix²ãx⁵ü²) ingrato,,,
"tama muga ĩnüxü̃, tama mugü ixĩnüxü̃e ","(ta²ma³ mu⁴ga⁵ ĩ³nüx⁴ü̃², ta²ma³ mu⁴gü²  ix³ĩ³nüx⁴ü²)",," transgresor, violador (de las leyes)","tama muga ĩnüxü̃, tama mugü ixĩnüxü̃e (ta²ma³ mu⁴ga⁵ ĩ³nüx⁴ü̃², ta²ma³ mu⁴gü²  ix³ĩ³nüx⁴ü²) transgresor, violador (de las leyes)",,,
tama naãẽxü̃ cuáxü̃ ,(ta²ma³  na²ã¹ẽx⁴ü̃³ cuax¹ü²),," ignorante, inculto","tama naãẽxü̃ cuáxü̃ (ta²ma³  na²ã¹ẽx⁴ü̃³ cuax¹ü²) loco, torpe, estúpido, idiota; ignorante, inculto",,,
tama naga naxĩnü i mugü ,(ta²ma³ na³ga⁵ nax²ĩ³nü³ i⁴ mu⁴gü²),, violar    (la ley),tama naga naxĩnü i mugü (ta²ma³ na³ga⁵ nax²ĩ³nü³ i⁴ mu⁴gü²) violar    (la ley),,,
tama nagu naxĩnüãcüma nanaxü ,(ta²ma³ na²gu⁴ nax⁵ĩ³nü³ã⁵cü³ma²    na²nax³ü⁴),, hacerlo sin pensar,tama nagu naxĩnüãcüma nanaxü (ta²ma³ na²gu⁴ nax⁵ĩ³nü³ã⁵cü³ma²    na²nax³ü⁴) hacerlo sin pensar,,,
tama namaxã yaxna ixĩnüxü̃ ,(ta²ma³ na²max²ã³ yax¹na⁵ ix³ĩ³nüx⁴ü²),,"    insoportable, inaguantable","tama namaxã yaxna ixĩnüxü̃ (ta²ma³ na²max²ã³ yax¹na⁵ ix³ĩ³nüx⁴ü²)    insoportable, inaguantable",,,
tama oragu nixũ ,(ta²ma³ o²³ra⁵gu⁵ nix²ũ²),, no estar con la hora    (reloj),tama oragu nixũ (ta²ma³ o²³ra⁵gu⁵ nix²ũ²) no estar con la hora    (reloj),,,
tama mea nügüna nadau ,(ta²ma³ me³a⁵ nü³gü⁵na⁵ na²dau⁴),," descuidarse,    no percatarse","tama mea nügüna nadau (ta²ma³ me³a⁵ nü³gü⁵na⁵ na²dau⁴) descuidarse,    no percatarse",,,
tama ngü̃ ñanagürüchaü̃ ,(ta²ma³  ngü̃³⁵ ña³⁵na²gü³rü⁵chaü⁵),," no consentir, no aceptar, no querer","tama ngü̃ ñanagürüchaü̃ (ta²ma³  ngü̃³⁵ ña³⁵na²gü³rü⁵chaü⁵) no consentir, no aceptar, no querer",,,
tama ngü̃xẽẽgu narüxĩnü ,(ta²ma³  ngü̃x⁵ẽẽ²³gu⁴na²rüx³ĩ³nü³),," oprimir, dominar","tama ngü̃xẽẽgu narüxĩnü (ta²ma³  ngü̃x⁵ẽẽ²³gu⁴na²rüx³ĩ³nü³) no pensar  (en ayudar); oprimir, dominar",,,
tama nügü nadauxü̃ ,(ta²ma³ nü³gü⁵ na⁵daux⁴ü²),," descuidado,    desarreglado","tama nügü nadauxü̃ (ta²ma³ nü³gü⁵ na⁵daux⁴ü²) descuidado,    desarreglado",,,
tama nügü nixu ,(ta²ma³ nü³gü⁵  nix²u³),, negarse,tama nügü nixu (ta²ma³ nü³gü⁵  nix²u³) negarse,,,
tama nüxü̃ icuáxü̃ ,(ta²ma³ nüx³ü³̃  i⁴cuax¹ü²),, desconocido,tama nüxü̃ icuáxü̃ (ta²ma³ nüx³ü³̃  i⁴cuax¹ü²) desconocido,,,
tama nüxü̃ nacuax ,(ta²ma³ nüx³ü̃³  na²cua̱x⁵),," desconocer, ignorar","tama nüxü̃ nacuax (ta²ma³ nüx³ü̃³  na²cua̱x⁵) desconocer, ignorar",,,
